Mfr Name,Carline,Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Air Aspiration Method Desc,Trans Desc,# Gears,Drive Desc,Annual Fuel Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class Desc,Release Date,Stop/Start System (Engine Management System)  Description,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted
General Motors,SIERRA 4WD MUD TERRAIN TIRES,5.3,8,Auto(A10),15,19,Naturally Aspirated,Automatic,10,4-Wheel Drive,2600,1,1,Standard Pick-up Trucks 4WD,8/29/22,No,576,462
General Motors,SIERRA 4WD MUD TERRAIN TIRES,6.2,8,Auto(A10),14,17,Naturally Aspirated,Automatic,10,4-Wheel Drive,3650,1,1,Standard Pick-up Trucks 4WD,8/29/22,Yes,630,531
Honda,RIDGELINE AWD,3.5,6,Auto(S9),18,24,Naturally Aspirated,Semi-Automatic,9,All Wheel Drive,2100,2,2,Standard Pick-up Trucks 4WD,8/9/22,Yes,494,375
FCA US LLC,Gladiator 4X4,3.6,6,Auto(A8),17,22,Naturally Aspirated,Automatic,8,4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,8/29/22,Yes,517,405
FCA US LLC,Gladiator 4X4,3.6,6,Manual(M6),16,23,Naturally Aspirated,Manual,6,4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,8/29/22,Yes,542,395
FCA US LLC,Gladiator EcoDiesel 4X4,3,6,Auto(A8),22,28,Turbocharged,Automatic,8,4-Wheel Drive,2000,2,2,Standard Pick-up Trucks 4WD,8/29/22,Yes,469,366
FCA US LLC,Gladiator Rubic EcoDiesel 4X4,3,6,Auto(A8),21,27,Turbocharged,Automatic,8,4-Wheel Drive,2000,2,2,Standard Pick-up Trucks 4WD,8/29/22,Yes,484,377
Nissan,FRONTIER 4WD,3.8,6,Auto(S9),17,22,Naturally Aspirated,Semi-Automatic,9,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,9/7/22,No,523,405
Nissan,FRONTIER 4WD PRO-4X,3.8,6,Auto(S9),17,22,Naturally Aspirated,Semi-Automatic,9,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,9/7/22,No,526,406
Nissan,TITAN 4WD,5.6,8,Auto(S9),15,21,Naturally Aspirated,Semi-Automatic,9,Part-time 4-Wheel Drive,3050,2,2,Standard Pick-up Trucks 4WD,8/4/22,No,575,420
Nissan,TITAN 4WD PRO-4X,5.6,8,Auto(S9),15,20,Naturally Aspirated,Semi-Automatic,9,Part-time 4-Wheel Drive,3200,2,2,Standard Pick-up Trucks 4WD,8/4/22,No,584,436
FCA US LLC,1500 4X4,3,6,Auto(A8),21,29,Turbocharged,Automatic,8,4-Wheel Drive,2000,2,2,Standard Pick-up Trucks 4WD,11/28/22,No,478,346
FCA US LLC,1500 4X4,3.6,6,Auto(A8),19,24,Naturally Aspirated,Automatic,8,4-Wheel Drive,2100,2,2,Standard Pick-up Trucks 4WD,11/28/22,Yes,459,366
FCA US LLC,1500 4X4,5.7,8,Auto(A8),17,22,Naturally Aspirated,Automatic,8,4-Wheel Drive,2700,1,1,Standard Pick-up Trucks 4WD,11/28/22,Yes,507,396
FCA US LLC,1500 Classic 4X4,3.6,6,Auto(A8),16,23,Naturally Aspirated,Automatic,8,4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,12/5/22,No,549,382
FCA US LLC,1500 Classic 4X4,5.7,8,Auto(A8),15,20,Naturally Aspirated,Automatic,8,4-Wheel Drive,3000,1,1,Standard Pick-up Trucks 4WD,12/9/22,No,602,437
FCA US LLC,1500 TRX 4x4,6.2,8,Auto(A8),10,14,Supercharged,Automatic,8,4-Wheel Drive,4550,1,1,Standard Pick-up Trucks 4WD,11/28/22,No,850,624
Toyota,TUNDRA 4WD,3.4,6,Auto(S10),17,22,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,9/7/22,Yes,510,398
Toyota,TUNDRA 4WD,3.4,6,Auto(S10),17,23,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,9/7/22,Yes,513,393
Toyota,TUNDRA 4WD,3.4,6,Auto(S10),19,22,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Standard Pick-up Trucks 4WD,9/7/22,Yes,469,397
Toyota,TUNDRA 4WD PRO,3.4,6,Auto(S10),18,20,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2350,2,2,Standard Pick-up Trucks 4WD,9/7/22,Yes,483,435
General Motors,XT5 HEARSE FWD,2,4,Auto(S9),20,23,Turbocharged,Semi-Automatic,9,"2-Wheel Drive, Front",2600,2,2,Special Purpose Vehicle 2WD,5/27/22,Yes,453,391
General Motors,XT5 LIMO FWD,2,4,Auto(S9),20,23,Turbocharged,Semi-Automatic,9,"2-Wheel Drive, Front",2600,2,2,Special Purpose Vehicle 2WD,5/27/22,Yes,453,391
Ford Motor Company,Transit Connect Van FWD,2,4,Auto(S8),24,26,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1750,2,2,Special Purpose Vehicle 2WD,11/14/22,Yes,371,336
Ford Motor Company,Transit Connect Wagon LWB FWD,2,4,Auto(S8),24,28,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1700,2,2,Special Purpose Vehicle 2WD,11/14/22,Yes,376,312
Mercedes-Benz,GLA 250,2,4,Auto(AM8),24,34,Turbocharged,Automated Manual,8,"2-Wheel Drive, Front",1950,2,2,Special Purpose Vehicle 2WD,8/2/22,Yes,369,261
Mercedes-Benz,GLB 250,2,4,Auto(AM8),24,32,Turbocharged,Automated Manual,8,"2-Wheel Drive, Front",2050,2,2,Special Purpose Vehicle 2WD,8/2/22,Yes,375,276
Mercedes-Benz,Metris (Cargo Van),2,4,Auto(A9),19,23,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",2750,2,2,Special Purpose Vehicle 2WD,10/21/22,No,474,388
Mercedes-Benz,"Metris (Cargo Van, LWB)",2,4,Auto(A9),19,23,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",2750,2,2,Special Purpose Vehicle 2WD,10/21/22,No,474,388
Mercedes-Benz,Metris (Passenger Van),2,4,Auto(A9),18,22,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",2900,2,2,Special Purpose Vehicle 2WD,10/19/22,No,503,406
Mercedes-Benz,Metris (US Postal Long),2,4,Auto(A9),19,25,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",2600,2,2,Special Purpose Vehicle 2WD,10/5/22,No,461,358
Mercedes-Benz,Metris (US Postal),2,4,Auto(A9),19,25,Turbocharged,Automatic,9,"2-Wheel Drive, Rear",2600,2,2,Special Purpose Vehicle 2WD,10/5/22,No,461,358
General Motors,XT5 HEARSE AWD,2,4,Auto(S9),20,23,Turbocharged,Semi-Automatic,9,All Wheel Drive,2600,2,2,Special Purpose Vehicle 4WD,5/27/22,Yes,453,391
General Motors,XT5 LIMO AWD,2,4,Auto(S9),20,23,Turbocharged,Semi-Automatic,9,All Wheel Drive,2600,2,2,Special Purpose Vehicle 4WD,5/27/22,Yes,453,391
General Motors,SILVERADO 2WD CAB CHASSIS,5.3,8,Auto(A10),15,18,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2750,1,1,Special Purpose Vehicle cab chassis,8/29/22,Yes,596,499
General Motors,SILVERADO 4WD CAB CHASSIS,5.3,8,Auto(A10),15,17,Naturally Aspirated,Automatic,10,4-Wheel Drive,2750,1,1,Special Purpose Vehicle cab chassis,8/29/22,Yes,608,511
General Motors,SIERRA 2WD CAB CHASSIS,5.3,8,Auto(A10),15,18,Naturally Aspirated,Automatic,10,"2-Wheel Drive, Rear",2750,1,1,Special Purpose Vehicle cab chassis,8/29/22,Yes,596,499
General Motors,SIERRA 4WD CAB CHASSIS,5.3,8,Auto(A10),15,17,Naturally Aspirated,Automatic,10,4-Wheel Drive,2750,1,1,Special Purpose Vehicle cab chassis,8/29/22,Yes,608,511
FCA US LLC,Pacifica,3.6,6,Auto(A9),19,28,Naturally Aspirated,Automatic,9,"2-Wheel Drive, Front",2000,2,2,"Special Purpose Vehicle, minivan 2WD",12/5/22,Yes,469,317
FCA US LLC,Voyager,3.6,6,Auto(A9),19,28,Naturally Aspirated,Automatic,9,"2-Wheel Drive, Front",2000,2,2,"Special Purpose Vehicle, minivan 2WD",12/5/22,Yes,469,317
Honda,ODYSSEY FWD,3.5,6,Auto(S10),19,28,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Front",2000,2,2,"Special Purpose Vehicle, minivan 2WD",3/21/22,Yes,455,318
Kia,Carnival,3.5,6,Auto(S8),19,26,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",2000,2,2,"Special Purpose Vehicle, minivan 2WD",5/2/22,No,461,342
Toyota,SIENNA,2.5,4,Auto(AV-S6),36,36,Naturally Aspirated,Selectable Continuously Variable,6,"2-Wheel Drive, Front",1250,2,2,"Special Purpose Vehicle, minivan 2WD",9/20/22,Yes,247,244
FCA US LLC,Pacifica AWD,3.6,6,Auto(A9),17,25,Naturally Aspirated,Automatic,9,All Wheel Drive,2200,2,2,"Special Purpose Vehicle, minivan 4WD",12/7/22,Yes,531,351
Toyota,SIENNA AWD,2.5,4,Auto(AV-S6),35,36,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1250,2,2,"Special Purpose Vehicle, minivan 4WD",9/20/22,Yes,256,249
Honda,MDX FWD,3.5,6,Auto(S10),19,26,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Front",2500,2,2,Small SUV 2WD,6/23/22,Yes,470,339
Honda,RDX FWD,2,4,Auto(S10),22,28,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Front",2300,2,2,Small SUV 2WD,10/13/22,Yes,399,314
Honda,RDX FWD A-SPEC,2,4,Auto(S10),22,27,Turbocharged,Semi-Automatic,10,"2-Wheel Drive, Front",2300,2,2,Small SUV 2WD,10/13/22,Yes,412,330
FCA US LLC,Stelvio,2,4,Auto(A8),22,29,Turbocharged,Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Small SUV 2WD,6/22/22,Yes,404,305
BMW,X3 sDrive30i,2,4,Auto(S8),23,29,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Rear",2200,2,2,Small SUV 2WD,7/1/22,Yes,389,307
General Motors,ENCORE GX FWD,1.2,3,Auto(AV),29,31,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1500,2,2,Small SUV 2WD,4/25/22,Yes,302,288
General Motors,ENCORE GX FWD,1.3,3,Auto(AV),29,32,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1500,2,2,Small SUV 2WD,4/25/22,Yes,311,280
General Motors,ENVISION FWD,2,4,Auto(S9),23,31,Turbocharged,Semi-Automatic,9,"2-Wheel Drive, Front",1700,2,2,Small SUV 2WD,5/19/22,Yes,378,288
General Motors,XT4 FWD,2,4,Auto(S9),23,30,Turbocharged,Semi-Automatic,9,"2-Wheel Drive, Front",2100,2,2,Small SUV 2WD,5/19/22,Yes,378,295
General Motors,XT5 FWD,2,4,Auto(S9),22,29,Turbocharged,Semi-Automatic,9,"2-Wheel Drive, Front",2300,2,2,Small SUV 2WD,5/31/22,Yes,403,303
General Motors,XT5 FWD,3.6,6,Auto(S9),19,26,Naturally Aspirated,Semi-Automatic,9,"2-Wheel Drive, Front",2100,2,2,Small SUV 2WD,5/27/22,Yes,479,345
General Motors,XT6 FWD,2,4,Auto(S9),21,27,Turbocharged,Semi-Automatic,9,"2-Wheel Drive, Front",2400,2,2,Small SUV 2WD,5/31/22,Yes,418,324
General Motors,XT6 FWD,3.6,6,Auto(S9),19,26,Naturally Aspirated,Semi-Automatic,9,"2-Wheel Drive, Front",2100,2,2,Small SUV 2WD,5/27/22,Yes,479,345
General Motors,BLAZER FWD,2,4,Auto(A9),22,29,Turbocharged,Automatic,9,"2-Wheel Drive, Front",1750,2,2,Small SUV 2WD,6/1/22,Yes,410,310
General Motors,BLAZER FWD,3.6,6,Auto(A9),19,27,Naturally Aspirated,Automatic,9,"2-Wheel Drive, Front",2000,2,2,Small SUV 2WD,5/27/22,Yes,464,331
General Motors,EQUINOX FWD,1.5,4,Auto(A6),26,31,Turbocharged,Automatic,6,"2-Wheel Drive, Front",1600,2,2,Small SUV 2WD,8/17/22,Yes,336,287
General Motors,TRAILBLAZER FWD,1.2,3,Auto(AV),29,31,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1500,2,2,Small SUV 2WD,4/26/22,Yes,302,288
General Motors,TRAILBLAZER FWD,1.3,3,Auto(AV),29,33,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1450,2,2,Small SUV 2WD,4/22/22,Yes,305,271
Ford Motor Company,ESCAPE FWD,1.5,3,Auto(A8),27,34,Turbocharged,Automatic,8,"2-Wheel Drive, Front",1500,2,2,Small SUV 2WD,1/6/23,Yes,333,256
Ford Motor Company,ESCAPE FWD HEV,2.5,4,Auto(AV),42,36,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1150,2,2,Small SUV 2WD,1/6/23,Yes,208,246
General Motors,TERRAIN FWD,1.5,4,Auto(A9),24,29,Turbocharged,Automatic,9,"2-Wheel Drive, Front",1700,2,2,Small SUV 2WD,8/18/22,Yes,365,306
Honda,CR-V FWD,1.5,4,Auto(AV),28,34,Turbocharged,Continuously Variable,1,"2-Wheel Drive, Front",1500,2,2,Small SUV 2WD,9/22/22,Yes,314,260
Honda,CR-V FWD,2,4,Auto(AV),43,36,Naturally Aspirated,Continuously Variable,1,"2-Wheel Drive, Front",1100,2,2,Small SUV 2WD,10/21/22,Yes,205,246
Honda,PILOT FWD,3.5,6,Auto(S10),19,27,Naturally Aspirated,Semi-Automatic,10,"2-Wheel Drive, Front",2000,2,2,Small SUV 2WD,12/12/22,Yes,465,326
Hyundai,Kona FWD,1.6,4,Auto(AM-S7),29,35,Turbocharged,Automated Manual- Selectable,7,"2-Wheel Drive, Front",1400,2,2,Small SUV 2WD,5/11/22,Yes,304,259
Hyundai,Kona FWD,2,4,Auto(AV-S1),30,35,Naturally Aspirated,Selectable Continuously Variable,1,"2-Wheel Drive, Front",1400,2,2,Small SUV 2WD,5/11/22,Yes,303,253
Hyundai,Kona N,2,4,Auto(AM-S8),20,27,Turbocharged,Automated Manual- Selectable,8,"2-Wheel Drive, Front",2400,2,2,Small SUV 2WD,7/1/22,No,448,333
Hyundai,Palisade FWD,3.8,6,Auto(S8),19,27,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",2000,2,2,Small SUV 2WD,4/29/22,No,464,334
Hyundai,Santa Cruz FWD,2.5,4,Auto(S8),22,26,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1900,2,2,Small SUV 2WD,7/1/22,No,409,347
Hyundai,Santa Fe FWD,2.5,4,Auto(AM-S8),22,28,Turbocharged,Automated Manual- Selectable,8,"2-Wheel Drive, Front",1750,2,2,Small SUV 2WD,7/15/22,Yes,401,321
Hyundai,Santa Fe FWD,2.5,4,Auto(S8),25,28,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1700,2,2,Small SUV 2WD,7/15/22,Yes,365,319
Hyundai,Tucson FWD,2.5,4,Auto(S8),25,32,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1600,2,2,Small SUV 2WD,7/25/22,Yes,357,280
Nissan,QX50,2,4,Auto(AV-S8),23,29,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",2100,2,2,Small SUV 2WD,9/9/22,No,388,308
Kia,Seltos FWD,2,4,Auto(AV-S8),29,35,Naturally Aspirated,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1450,2,2,Small SUV 2WD,4/1/22,Yes,303,257
Kia,Sorento FWD,2.5,4,Auto(AM-S8),22,29,Turbocharged,Automated Manual- Selectable,8,"2-Wheel Drive, Front",1750,2,2,Small SUV 2WD,10/14/22,Yes,399,313
Kia,Sorento FWD,2.5,4,Auto(S8),24,29,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1700,2,2,Small SUV 2WD,10/14/22,Yes,371,307
Kia,Sorento Hybrid FWD,1.6,4,Auto(AM-S6),39,35,Turbocharged,Automated Manual- Selectable,6,"2-Wheel Drive, Front",1200,2,2,Small SUV 2WD,7/1/22,Yes,228,259
Kia,Sportage FWD,2.5,4,Auto(S8),25,32,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1600,2,2,Small SUV 2WD,2/1/22,Yes,356,280
Kia,Telluride FWD,3.8,6,Auto(S8),20,26,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1900,2,2,Small SUV 2WD,9/15/22,Yes,442,336
Toyota,NX 250,2.5,4,Auto(S8),26,33,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1600,2,2,Small SUV 2WD,10/19/22,Yes,345,269
Toyota,RX 350,2.4,4,Auto(S8),22,29,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",2200,2,2,Small SUV 2WD,11/9/22,Yes,397,299
Ford Motor Company,CORSAIR FWD,2,4,Auto(S8),22,30,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1750,2,2,Small SUV 2WD,12/12/22,Yes,404,298
Ford Motor Company,NAUTILUS FWD,2,4,Auto(A8),21,26,Turbocharged,Automatic,8,"2-Wheel Drive, Front",1900,2,2,Small SUV 2WD,12/16/22,Yes,430,474
Ford Motor Company,NAUTILUS FWD,2,4,Auto(S8),21,26,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1900,2,2,Small SUV 2WD,12/16/22,Yes,433,473
Nissan,Outlander 2WD,2.5,4,Auto(AV-S8),24,31,Naturally Aspirated,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1650,2,2,Small SUV 2WD,9/1/22,No,370,284
Mitsubishi Motors Co,ECLIPSE CROSS 2WD,1.5,4,Auto(AV-S8),25,28,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1700,2,2,Small SUV 2WD,4/1/22,No,353,314
Mitsubishi Motors Co,ECLIPSE CROSS ES 2WD,1.5,4,Auto(AV-S8),26,29,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1650,2,2,Small SUV 2WD,4/1/22,No,337,303
Mitsubishi Motors Co,Outlander Sport 2WD,2,4,Auto(AV-S6),24,30,Naturally Aspirated,Selectable Continuously Variable,6,"2-Wheel Drive, Front",1650,2,2,Small SUV 2WD,11/1/22,No,365,295
Nissan,PATHFINDER 2WD,3.5,6,Auto(S9),20,27,Naturally Aspirated,Semi-Automatic,9,"2-Wheel Drive, Front",1900,2,2,Small SUV 2WD,9/9/22,Yes,436,334
Nissan,ROGUE FWD,1.5,3,Auto(AV-S8),30,37,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1350,2,2,Small SUV 2WD,12/20/22,Yes,296,240
Nissan,ROGUE FWD,1.5,3,Auto(AV-S8),30,37,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1350,2,2,Small SUV 2WD,8/23/22,No,296,241
Nissan,ROGUE FWD SL/PLATINUM,1.5,3,Auto(AV-S8),29,36,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1400,2,2,Small SUV 2WD,12/20/22,Yes,307,247
Nissan,ROGUE FWD SL/PLATINUM,1.5,3,Auto(AV-S8),29,36,Turbocharged,Selectable Continuously Variable,8,"2-Wheel Drive, Front",1400,2,2,Small SUV 2WD,8/23/22,No,302,248
Toyota,COROLLA CROSS,2,4,Auto(AV-S10),31,33,Naturally Aspirated,Selectable Continuously Variable,10,"2-Wheel Drive, Front",1400,2,2,Small SUV 2WD,11/23/22,Yes,285,263
Toyota,HIGHLANDER,2.4,4,Auto(S8),22,29,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1750,2,2,Small SUV 2WD,10/13/22,Yes,403,305
Toyota,HIGHLANDER,2.4,4,Auto(S8),21,28,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1850,2,2,Small SUV 2WD,10/13/22,No,419,311
Toyota,HIGHLANDER HYBRID,2.5,4,Auto(AV-S6),36,35,Naturally Aspirated,Selectable Continuously Variable,6,"2-Wheel Drive, Front",1250,2,2,Small SUV 2WD,10/13/22,Yes,242,248
Toyota,RAV4,2.5,4,Auto(S8),27,34,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1500,2,2,Small SUV 2WD,10/19/22,Yes,321,256
Toyota,RAV4,2.5,4,Auto(S8),27,35,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",1500,2,2,Small SUV 2WD,10/19/22,No,330,254
Volkswagen Group of,Atlas,2,4,Auto(S8),21,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1900,2,2,Small SUV 2WD,7/29/22,Yes,414,353
Volkswagen Group of,Atlas,3.6,6,Auto(S8),18,24,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",2200,2,2,Small SUV 2WD,7/29/22,Yes,483,370
Volkswagen Group of,Atlas Cross Sport,2,4,Auto(S8),21,25,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1900,2,2,Small SUV 2WD,7/29/22,Yes,416,362
Volkswagen Group of,Atlas Cross Sport,3.6,6,Auto(S8),18,24,Naturally Aspirated,Semi-Automatic,8,"2-Wheel Drive, Front",2200,2,2,Small SUV 2WD,7/29/22,Yes,485,374
Volkswagen Group of,Taos,1.5,4,Auto(S8),28,36,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1450,2,2,Small SUV 2WD,7/29/22,Yes,317,248
Volkswagen Group of,Tiguan,2,4,Auto(S8),23,30,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1700,2,2,Small SUV 2WD,8/31/22,Yes,382,296
Volkswagen Group of,Tiguan S,2,4,Auto(S8),24,31,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",1650,2,2,Small SUV 2WD,8/31/22,Yes,368,285
Volvo,XC40 B4,2,4,Auto(S8),24,32,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",2050,2,2,Small SUV 2WD,7/1/22,Yes,373,278
Volvo,XC60 B5,2,4,Auto(S8),23,30,Turbocharged,Semi-Automatic,8,"2-Wheel Drive, Front",2100,2,2,Small SUV 2WD,7/1/22,Yes,379,298
Honda,MDX AWD,3.5,6,Auto(S10),19,25,Naturally Aspirated,Semi-Automatic,10,All Wheel Drive,2600,2,2,Small SUV 4WD,6/23/22,Yes,477,357
Honda,RDX AWD,2,4,Auto(S10),21,27,Turbocharged,Semi-Automatic,10,All Wheel Drive,2400,2,2,Small SUV 4WD,10/13/22,Yes,415,322
Honda,RDX AWD A-SPEC,2,4,Auto(S10),21,26,Turbocharged,Semi-Automatic,10,All Wheel Drive,2400,2,2,Small SUV 4WD,10/13/22,Yes,425,343
FCA US LLC,Stelvio AWD,2,4,Auto(A8),22,28,Turbocharged,Automatic,8,All Wheel Drive,2300,2,2,Small SUV 4WD,6/22/22,Yes,407,311
FCA US LLC,Stelvio AWD,2.9,6,Auto(A8),17,23,Turbocharged,Automatic,8,All Wheel Drive,2900,2,2,Small SUV 4WD,6/22/22,Yes,524,390
Volkswagen Group of,Q3 S-Line,2,4,Auto(S8),21,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,1850,2,2,Small SUV 4WD,7/1/22,Yes,423,317
Volkswagen Group of,Q5 quattro,2,4,Auto(AM-S7),23,29,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2200,2,2,Small SUV 4WD,7/29/22,Yes,382,311
Volkswagen Group of,Q5 S-Line quattro,2,4,Auto(AM-S7),22,29,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2200,2,2,Small SUV 4WD,7/29/22,Yes,399,308
Volkswagen Group of,Q5 Sportback S-line quattro,2,4,Auto(AM-S7),22,29,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,2200,2,2,Small SUV 4WD,7/29/22,Yes,399,308
Volkswagen Group of,SQ5,3,6,Auto(S8),19,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,2600,2,2,Small SUV 4WD,6/30/22,Yes,470,364
Volkswagen Group of,SQ5 Sportback,3,6,Auto(S8),19,24,Turbocharged,Semi-Automatic,8,4-Wheel Drive,2600,2,2,Small SUV 4WD,6/30/22,Yes,470,364
BMW,X1 xDrive28i,2,4,Auto(AM-S7),25,34,Turbocharged,Automated Manual- Selectable,7,All Wheel Drive,1950,2,2,Small SUV 4WD,7/13/22,Yes,356,260
BMW,X3 M,3,6,Auto(S8),15,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Small SUV 4WD,7/8/22,Yes,587,437
BMW,X3 M Competition,3,6,Auto(S8),15,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Small SUV 4WD,7/8/22,Yes,587,437
BMW,X3 M40i,3,6,Auto(S8),21,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,2400,2,2,Small SUV 4WD,7/8/22,Yes,411,338
BMW,X3 xDrive30i,2,4,Auto(S8),21,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,2300,2,2,Small SUV 4WD,7/8/22,Yes,413,316
BMW,X4 M,3,6,Auto(S8),15,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Small SUV 4WD,7/8/22,Yes,587,437
BMW,X4 M Competition,3,6,Auto(S8),15,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Small SUV 4WD,7/8/22,Yes,587,437
BMW,X4 M40i,3,6,Auto(S8),21,26,Turbocharged,Semi-Automatic,8,All Wheel Drive,2400,2,2,Small SUV 4WD,7/8/22,Yes,411,338
BMW,X4 xDrive30i,2,4,Auto(S8),21,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,2300,2,2,Small SUV 4WD,7/7/22,Yes,413,316
General Motors,ENCORE GX AWD,1.3,3,Auto(A9),26,29,Turbocharged,Automatic,9,All Wheel Drive,1650,2,2,Small SUV 4WD,4/25/22,Yes,338,307
General Motors,ENVISION AWD,2,4,Auto(S9),22,29,Turbocharged,Semi-Automatic,9,All Wheel Drive,1750,2,2,Small SUV 4WD,5/19/22,Yes,395,306
General Motors,XT4 AWD,2,4,Auto(S9),22,29,Turbocharged,Semi-Automatic,9,All Wheel Drive,2300,2,2,Small SUV 4WD,5/19/22,Yes,395,306
General Motors,XT5 AWD,2,4,Auto(S9),21,27,Turbocharged,Semi-Automatic,9,All Wheel Drive,2400,2,2,Small SUV 4WD,5/31/22,Yes,422,329
General Motors,XT5 AWD,3.6,6,Auto(S9),18,25,Naturally Aspirated,Semi-Automatic,9,All Wheel Drive,2100,2,2,Small SUV 4WD,5/27/22,Yes,489,350
General Motors,XT6 AWD,2,4,Auto(S9),21,26,Turbocharged,Semi-Automatic,9,All Wheel Drive,2400,2,2,Small SUV 4WD,5/31/22,Yes,422,341
General Motors,XT6 AWD,3.6,6,Auto(S9),18,25,Naturally Aspirated,Semi-Automatic,9,All Wheel Drive,2100,2,2,Small SUV 4WD,5/27/22,Yes,495,358
General Motors,BLAZER AWD,2,4,Auto(A9),22,27,Turbocharged,Automatic,9,All Wheel Drive,1850,2,2,Small SUV 4WD,6/1/22,Yes,402,328
General Motors,BLAZER AWD,3.6,6,Auto(A9),19,26,Naturally Aspirated,Automatic,9,All Wheel Drive,2100,2,2,Small SUV 4WD,5/27/22,Yes,475,347
